1:1:1	يُسَبِّحُ	V	IMPF|VF:2|ROOT:سبح|LEM:سَبَّحَ|3MS|MOOD:IND
16:8:1	خَيْرًا	N	ROOT:خير|LEM:خَيْر|MS|INDEF|ACC
16:9:1	لِّ	P	P|PREF|LEM:ل
16:9:2	أَنفُسِ	N	ROOT:نفس|LEM:نَفْس|FP|GEN
16:9:3	كُمْ	N	PRON|SUFF|2MP
16:10:1	وَ	P	REM|PREF|LEM:و
16:10:2	مَن	N	COND|LEM:مَن
16:11:1	يُوقَ	V	IMPF|VF:1|PASS|ROOT:وقي|LEM:وَقَى|3MS|MOOD:JUS
16:12:1	شُحَّ	N	ROOT:شحح|LEM:شُحّ|M|ACC
16:13:1	نَفْسِ	N	ROOT:نفس|LEM:نَفْس|FS|GEN
16:13:2	هِۦ	N	PRON|SUFF|3MS
16:14:1	فَ	P	RSLT|PREF|LEM:ف
16:14:2	أُو۟لَٰٓئِ	N	DEM|LEM:ذا|P
16:14:3	كَ	P	ADDR|SUFF|M
16:15:1	هُمُ	N	PRON|3MP
16:16:1	ٱلْ	P	DET|PREF|LEM:ال
16:16:2	مُفْلِحُونَ	N	ACT_PCPL|VF:4|ROOT:فلح|LEM:مُفْلِح|MP|NOM
17:1:1	إِن	P	COND|LEM:إِن
17:2:1	تُقْرِضُ	V	IMPF|VF:4|ROOT:قرض|LEM:أَقْرَضُ|2MP|MOOD:JUS
17:2:2	وا۟	N	PRON|SUFF|2MP
17:3:1	ٱللَّهَ	N	PN|ROOT:أله|LEM:اللَّه|ACC
17:4:1	قَرْضًا	N	ROOT:قرض|LEM:قَرْض|M|INDEF|ACC
17:5:1	حَسَنًا	N	ROOT:حسن|LEM:حَسَن|MS|INDEF|ACC|ADJ
17:6:1	يُضَٰعِفْ	V	IMPF|VF:3|ROOT:ضعف|LEM:يُضاعِفُ|3MS|MOOD:JUS
17:6:2	هُ	N	PRON|SUFF|3MS
17:7:1	لَ	P	P|PREF|LEM:ل
17:7:2	كُمْ	N	PRON|2MP
17:8:1	وَ	P	CONJ|PREF|LEM:و
17:8:2	يَغْفِرْ	V	IMPF|VF:1|ROOT:غفر|LEM:غَفَرَ|3MS|MOOD:JUS
17:9:1	لَ	P	P|PREF|LEM:ل
17:9:2	كُمْ	N	PRON|2MP
17:10:1	وَ	P	REM|PREF|LEM:و
17:10:2	ٱللَّهُ	N	PN|ROOT:أله|LEM:اللَّه|NOM
17:11:1	شَكُورٌ	N	ROOT:شكر|LEM:شَكُور|MS|INDEF|NOM
17:12:1	حَلِيمٌ	N	ROOT:حلم|LEM:حَلِيم|MS|INDEF|NOM|ADJ
18:1:1	عَٰلِمُ	N	ACT_PCPL|VF:1|ROOT:علم|LEM:عالِم|M|NOM
18:2:1	ٱلْ	P	DET|PREF|LEM:ال
18:2:2	غَيْبِ	N	ROOT:غيب|LEM:غَيْب|M|GEN
18:3:1	وَ	P	CONJ|PREF|LEM:و
18:3:2	ٱل	P	DET|PREF|LEM:ال
18:3:3	شَّهَٰدَةِ	N	ROOT:شهد|LEM:شَهادَة|F|GEN
18:4:1	ٱلْ	P	DET|PREF|LEM:ال
18:4:2	عَزِيزُ	N	ROOT:عزز|LEM:عَزِيز|MS|NOM
18:5:1	ٱلْ	P	DET|PREF|LEM:ال
18:5:2	حَكِيمُ	N	ROOT:حكم|LEM:حَكِيم|MS|NOM|ADJ
